759,002255.SZ,海陆重工,,53
760,002256.SZ,兆新股份,,20
761,002258.SZ,利尔化学,,40
762,002259.SZ,ST升达,,39
763,002261.SZ,拓维信息,,3
764,002262.SZ,恩华药业,,32
765,002263.SZ,大东南,,90
766,002264.SZ,新华都,,74
767,002265.SZ,建设工业,,53
768,002266.SZ,浙富控股,,19
769,002267.SZ,陕天然气,,39
770,002268.SZ,电科网安,,26
771,002269.SZ,美邦服饰,,12
772,002270.SZ,华明装备,,7
773,002271.SZ,东方雨虹,,21
774,002272.SZ,川润股份,,57
775,002273.SZ,水晶光电,,14
776,002274.SZ,华昌化工,,40
777,002275.SZ,桂林三金,,44
778,002276.SZ,万马股份,,7
779,002277.SZ,友阿股份,,43
780,002278.SZ,神开股份,,89
781,002279.SZ,久其软件,,3
782,002281.SZ,光迅科技,,25
783,002282.SZ,博深股份,,57
784,002283.SZ,天润工业,,18
